case_id,activity,timestamp,agent
SME-0031,Step2,2024-07-27T11:57:06.380225852+00:00,E1
SME-0031,Step3,2024-07-27T19:24:03.874228047+00:00,E8
SME-0032,Step0,2024-04-14T00:00:00+00:00,E12
SME-0032,Step1,2024-04-14T10:03:41.741792353+00:00,E9
SME-0032,Step2,2024-04-14T17:28:41.215650522+00:00,E8
SME-0032,Step3,2024-04-14T18:55:13.857198344+00:00,E11
SME-0033,Step0,2024-09-16T00:00:00+00:00,E2
SME-0033,Step1,2024-09-16T09:56:44.466176422+00:00,E10
SME-0033,Step2,2024-09-16T21:54:46.073782092+00:00,E7
SME-0033,Step3,2024-09-17T00:47:38.522806910+00:00,E4
SME-0033,Step4,2024-09-17T06:06:08.844865284+00:00,E5
SME-0033,Step5,2024-09-17T11:56:02.310566872+00:00,E9
SME-0033,Step6,2024-09-17T19:24:22.162900268+00:00,E10
SME-0034,Step0,2024-02-16T00:00:00+00:00,E3
SME-0034,Step1,2024-02-16T10:29:32.819943894+00:00,E12
SME-0034,Step2,2024-02-16T17:42:03.567660269+00:00,E3
SME-0034,Step3,2024-02-17T04:35:16.988764108+00:00,E4
SME-0035,Step0,2024-03-06T00:00:00+00:00,E9
SME-0035,Step1,2024-03-06T02:55:46.226099409+00:00,E4
SME-0035,Step2,2024-03-06T07:55:13.975353581+00:00,E12
SME-0035,Step3,2024-03-06T12:32:57.850320340+00:00,E9
SME-0036,Step0,2024-12-10T00:00:00+00:00,E4
SME-0036,Step1,2024-12-10T02:47:49.376409023+00:00,E7
SME-0036,Step2,2024-12-10T13:30:52.758260912+00:00,E1
SME-0036,Step3,2024-12-10T20:38:23.443667050+00:00,E3
SME-0036,Step4,2024-12-11T00:05:12.598148307+00:00,E10
SME-0037,Step0,2024-07-22T00:00:00+00:00,E2
SME-0037,Step1,2024-07-22T08:06:23.382933227+00:00,E5
SME-0037,Step2,2024-07-22T15:49:52.394830524+00:00,E9
SME-0037,Step3,2024-07-22T19:32:30.071204942+00:00,E4
SME-0037,Step4,2024-07-23T02:51:35.441909620+00:00,E1
SME-0037,Step5,2024-07-23T14:46:19.561761445+00:00,E8
SME-0038,Step0,2024-01-25T00:00:00+00:00,E2
SME-0038,Step1,2024-01-25T08:39:30.118201696+00:00,E8
SME-0038,Step2,2024-01-25T13:05:48.905826902+00:00,E11
SME-0038,Step3,2024-01-25T21:58:19.252565151+00:00,E2
SME-0039,Step0,2024-11-24T00:00:00+00:00,E4
SME-0039,Step1,2024-11-24T07:26:05.314136936+00:00,E11
SME-0039,Step2,2024-11-24T13:40:38.215636484+00:00,E10
SME-0039,Step3,2024-11-24T15:28:35.486242957+00:00,E11
SME-0040,Step0,2024-03-05T00:00:00+00:00,E7
SME-0040,Step1,2024-03-05T11:43:51.105945702+00:00,E3
SME-0040,Step2,2024-03-05T17:42:13.821963455+00:00,E12
SME-0040,Step3,2024-03-05T23:02:42.349927465+00:00,E2
SME-0040,Step4,2024-03-06T08:16:53.076637620+00:00,E11
SME-0041,Step0,2024-02-13T00:00:00+00:00,E9
SME-0041,Step1,2024-02-13T04:52:48.639261577+00:00,E1
SME-0041,Step2,2024-02-13T10:34:26.796553294+00:00,E8
SME-0041,Step3,2024-02-13T12:01:15.252003454+00:00,E7
SME-0042,Step0,2024-03-11T00:00:00+00:00,E2
SME-0042,Step1,2024-03-11T10:02:36.631498951+00:00,E5
SME-0042,Step2,2024-03-11T15:20:51.864279244+00:00,E11
SME-0043,Step0,2024-06-19T00:00:00+00:00,E2
SME-0043,Step1,2024-06-19T09:20:00.824798952+00:00,E7
SME-0043,Step2,2024-06-19T17:56:15.175384799+00:00,E11
SME-0043,Step3,2024-06-20T03:59:18.337855344+00:00,E5
SME-0043,Step4,2024-06-20T06:57:29.220283630+00:00,E11
SME-0043,Step5,2024-06-20T08:54:41.800678965+00:00,E7
SME-0044,Step0,2024-12-12T00:00:00+00:00,E5
SME-0044,Step1,2024-12-12T11:19:01.042301985+00:00,E3
SME-0044,Step2,2024-12-12T12:22:15.059135532+00:00,E12
SME-0044,Step3,2024-12-12T16:55:22.722960625+00:00,E2
SME-0044,Step4,2024-12-12T20:50:04.650044807+00:00,E7
SME-0044,Step5,2024-12-13T06:58:20.142959309+00:00,E12
SME-0044,Step6,2024-12-13T14:25:20.725809324+00:00,E6
SME-0045,Step0,2024-08-11T00:00:00+00:00,E9
SME-0045,Step1,2024-08-11T07:19:12.443303925+00:00,E12
SME-0045,Step2,2024-08-11T17:31:39.505760037+00:00,E9
SME-0045,Step3,2024-08-12T03:05:18.135513673+00:00,E12
SME-0045,Step4,2024-08-12T11:02:05.199597233+00:00,E2
SME-0045,Step5,2024-08-12T15:57:17.235633745+00:00,E11
SME-0045,Step6,2024-08-12T19:26:46.651302766+00:00,E2
SME-0046,Step0,2024-03-09T00:00:00+00:00,E3
SME-0046,Step1,2024-03-09T06:53:41.597611332+00:00,E7
SME-0046,Step2,2024-03-09T16:15:36.866918475+00:00,E1
SME-0046,Step3,2024-03-09T18:28:06.051206605+00:00,E9
SME-0047,Step0,2024-08-16T00:00:00+00:00,E5
SME-0047,Step1,2024-08-16T07:26:24.991596120+00:00,E9
SME-0047,Step2,2024-08-16T16:30:07.280239725+00:00,E9
SME-0047,Step3,2024-08-16T22:35:36.845481244+00:00,E10
SME-0047,Step4,2024-08-17T02:44:52.892553005+00:00,E7
SME-0047,Step5,2024-08-17T11:23:46.855954241+00:00,E6
SME-0048,Step0,2024-03-04T00:00:00+00:00,E3
SME-0048,Step1,2024-03-04T08:22:57.570899460+00:00,E12
SME-0048,Step2,2024-03-04T18:38:08.114820640+00:00,E4
SME-0048,Step3,2024-03-05T00:59:14.323979444+00:00,E7
SME-0049,Step0,2024-06-22T00:00:00+00:00,E4
SME-0049,Step1,2024-06-22T10:17:06.794342266+00:00,E6
SME-0049,Step2,2024-06-22T18:44:27.625954865+00:00,E9
SME-0050,Step0,2024-05-14T00:00:00+00:00,E8
SME-0050,Step1,2024-05-14T05:15:51.898793445+00:00,E1
SME-0050,Step2,2024-05-14T08:04:37.291815258+00:00,E12
SME-0050,Step3,2024-05-14T18:55:08.540291977+00:00,E8
SME-0050,Step4,2024-05-14T20:26:59.857854052+00:00,E11
SME-0051,Step0,2024-03-13T00:00:00+00:00,E1
SME-0051,Step1,2024-03-13T03:06:26.932166611+00:00,E3
SME-0051,Step2,2024-03-13T05:24:05.538546994+00:00,E8
SME-0051,Step3,2024-03-13T15:22:19.750650690+00:00,E12
SME-0051,Step4,2024-03-13T18:45:35.611021146+00:00,E7
SME-0051,Step5,2024-03-14T01:49:16.992854560+00:00,E5
SME-0052,Step0,2024-06-14T00:00:00+00:00,E1
SME-0052,Step1,2024-06-14T10:02:00.573600685+00:00,E10
SME-0052,Step2,2024-06-14T14:16:05.997463349+00:00,E10
SME-0052,Step3,2024-06-14T18:18:59.984685052+00:00,E5
SME-0052,Step4,2024-06-15T01:39:45.527352455+00:00,E9
SME-0052,Step5,2024-06-15T08:28:07.202445709+00:00,E5
SME-0053,Step0,2024-05-09T00:00:00+00:00,E11
SME-0053,Step1,2024-05-09T05:15:36.878636054+00:00,E8
SME-0053,Step2,2024-05-09T13:07:23.428800843+00:00,E7
SME-0053,Step3,2024-05-09T17:52:00.253553117+00:00,E4
SME-0053,Step4,2024-05-09T22:12:07.013654621+00:00,E8
SME-0053,Step5,2024-05-10T05:56:15.746519094+00:00,E3
SME-0054,Step0,2024-11-17T00:00:00+00:00,E5
SME-0054,Step1,2024-11-17T11:50:36.477553778+00:00,E7
SME-0054,Step2,2024-11-17T22:06:59.860251541+00:00,E3
SME-0054,Step3,2024-11-18T00:00:40.278427296+00:00,E6
SME-0054,Step4,2024-11-18T11:22:11.842186279+00:00,E3
SME-0055,Step0,2024-07-18T00:00:00+00:00,E1
SME-0055,Step1,2024-07-18T03:00:35.405403426+00:00,E6
SME-0055,Step2,2024-07-18T13:53:04.263434080+00:00,E12
SME-0055,Step3,2024-07-19T01:27:06.592916918+00:00,E12
SME-0056,Step0,2024-08-08T00:00:00+00:00,E11
SME-0056,Step1,2024-08-08T03:44:02.883984142+00:00,E3
SME-0056,Step2,2024-08-08T15:00:40.611099153+00:00,E8
SME-0056,Step3,2024-08-09T00:31:13.437740201+00:00,E9
SME-0056,Step4,2024-08-09T07:01:50.580836945+00:00,E6
SME-0056,Step5,2024-08-09T11:17:09.283978517+00:00,E8
SME-0056,Step6,2024-08-09T18:36:15.950423108+00:00,E3
SME-0057,Step0,2024-02-22T00:00:00+00:00,E8
SME-0057,Step1,2024-02-22T07:45:20.628040218+00:00,E3
SME-0057,Step2,2024-02-22T12:19:16.824522190+00:00,E10
SME-0057,Step3,2024-02-22T18:39:03.603993340+00:00,E8
SME-0057,Step4,2024-02-23T06:38:43.857542718+00:00,E9
SME-0058,Step0,2024-10-10T00:00:00+00:00,E7
SME-0058,Step1,2024-10-10T03:11:32.434800637+00:00,E10
SME-0058,Step2,2024-10-10T08:56:50.127388749+00:00,E2
SME-0058,Step3,2024-10-10T12:05:16.657558945+00:00,E6
SME-0059,Step0,2024-01-19T00:00:00+00:00,E11
SME-0059,Step1,2024-01-19T06:35:19.342191549+00:00,E4
SME-0059,Step2,2024-01-19T15:32:05.517879221+00:00,E5
SME-0059,Step3,2024-01-19T18:09:25.427076049+00:00,E8
SME-0060,Step0,2024-04-12T00:00:00+00:00,E9
SME-0060,Step1,2024-04-12T05:55:35.191134754+00:00,E12
SME-0060,Step2,2024-04-12T11:23:57.059798094+00:00,E11
SME-0060,Step3,2024-04-12T14:56:39.413675221+00:00,E4
SME-0060,Step4,2024-04-12T23:06:09.760531851+00:00,E4
SME-0061,Step0,2024-04-06T00:00:00+00:00,E1
SME-0061,Step1,2024-04-06T07:15:00.092019308+00:00,E7
SME-0061,Step2,2024-04-06T15:09:47.060415312+00:00,E9
SME-0061,Step3,2024-04-06T18:01:58.603093500+00:00,E8
SME-0062,Step0,2024-12-10T00:00:00+00:00,E2
SME-0062,Step1,2024-12-10T06:52:35.548534708+00:00,E1
SME-0062,Step2,2024-12-10T16:45:19.398566410+00:00,E7
SME-0062,Step3,2024-12-10T18:00:14.775576066+00:00,E2
SME-0062,Step4,2024-12-11T00:12:33.652843053+00:00,E6
SME-0062,Step5,2024-12-11T03:35:28.173549855+00:00,E5
SME-0062,Step6,2024-12-11T07:02:30.714396781+00:00,E4
SME-0063,Step0,2024-06-08T00:00:00+00:00,E12
SME-0063,Step1,2024-06-08T05:14:40.251673924+00:00,E6
SME-0063,Step2,2024-06-08T13:33:00.269201164+00:00,E5
SME-0063,Step3,2024-06-08T21:48:47.220380300+00:00,E8
SME-0063,Step4,2024-06-09T05:12:50.562510073+00:00,E4
SME-0063,Step5,2024-06-09T14:18:33.137066032+00:00,E2
SME-0063,Step6,2024-06-09T21:46:59.093442830+00:00,E4
SME-0064,Step0,2024-06-28T00:00:00+00:00,E2
SME-0064,Step1,2024-06-28T11:12:11.328854852+00:00,E4
SME-0064,Step2,2024-06-28T22:03:12.095577898+00:00,E11
SME-0064,Step3,2024-06-29T04:06:35.223727668+00:00,E6
SME-0064,Step4,2024-06-29T10:26:46.259884977+00:00,E4
SME-0064,Step5,2024-06-29T19:14:30.869437699+00:00,E10
SME-0065,Step0,2024-04-25T00:00:00+00:00,E7
SME-0065,Step1,2024-04-25T08:55:58.165130226+00:00,E8
SME-0065,Step2,2024-04-25T17:22:31.701874711+00:00,E1
SME-0065,Step3,2024-04-26T01:56:13.335966318+00:00,E2
SME-0066,Step0,2024-05-22T00:00:00+00:00,E2
SME-0066,Step1,2024-05-22T01:04:21.301541715+00:00,E9
SME-0066,Step2,2024-05-22T06:42:08.086387450+00:00,E6
SME-0066,Step3,2024-05-22T11:51:51.513851632+00:00,E3
SME-0066,Step4,2024-05-22T17:33:39.034971611+00:00,E12
SME-0066,Step5,2024-05-23T01:25:14.277819095+00:00,E2
SME-0066,Step6,2024-05-23T10:12:50.857357248+00:00,E11
SME-0067,Step0,2024-09-27T00:00:00+00:00,E2
SME-0067,Step1,2024-09-27T08:21:21.633938577+00:00,E9
SME-0067,Step2,2024-09-27T10:51:37.618417358+00:00,E7
SME-0068,Step0,2024-05-18T00:00:00+00:00,E9
SME-0068,Step1,2024-05-18T08:34:56.348782435+00:00,E2
SME-0068,Step2,2024-05-18T19:38:55.045932066+00:00,E4
SME-0068,Step3,2024-05-19T04:54:56.017561358+00:00,E5
SME-0068,Step4,2024-05-19T16:14:01.859819015+00:00,E1
SME-0068,Step5,2024-05-19T17:30:41.076960758+00:00,E4
SME-0068,Step6,2024-05-19T21:10:20.434618184+00:00,E9
SME-0069,Step0,2024-03-15T00:00:00+00:00,E7
SME-0069,Step1,2024-03-15T03:26:52.320215378+00:00,E6
SME-0069,Step2,2024-03-15T05:44:09.733974221+00:00,E6
SME-0069,Step3,2024-03-15T09:27:24.446302253+00:00,E10
SME-0069,Step4,2024-03-15T15:25:05.925895110+00:00,E5
SME-0069,Step5,2024-03-16T02:03:47.908264454+00:00,E10
SME-0069,Step6,2024-03-16T11:44:53.876284005+00:00,E11
SME-0070,Step0,2024-12-12T00:00:00+00:00,E4
SME-0070,Step1,2024-12-12T06:26:10.288552928+00:00,E5
SME-0070,Step2,2024-12-12T16:28:59.948393193+00:00,E7
SME-0070,Step3,2024-12-12T19:23:18.293456909+00:00,E6
SME-0070,Step4,2024-12-13T06:10:04.526704988+00:00,E5
SME-0070,Step5,2024-12-13T07:59:55.080513207+00:00,E11
SME-0071,Step0,2024-01-04T00:00:00+00:00,E7
SME-0071,Step1,2024-01-04T01:47:07.780443317+00:00,E5
SME-0071,Step2,2024-01-04T11:22:47.468946357+00:00,E12
SME-0071,Step3,2024-01-04T13:48:30.460527373+00:00,E5
SME-0071,Step4,2024-01-04T18:50:07.240750731+00:00,E6
SME-0072,Step0,2024-05-19T00:00:00+00:00,E9
SME-0072,Step1,2024-05-19T11:35:05.551238624+00:00,E12
SME-0072,Step2,2024-05-19T17:37:56.429770294+00:00,E6
SME-0072,Step3,2024-05-19T18:58:05.499805002+00:00,E10
SME-0073,Step0,2024-06-04T00:00:00+00:00,E1
SME-0073,Step1,2024-06-04T03:25:21.214568106+00:00,E8
SME-0073,Step2,2024-06-04T13:10:17.713538080+00:00,E5
SME-0073,Step3,2024-06-04T17:49:17.544716956+00:00,E7
SME-0074,Step0,2024-03-30T00:00:00+00:00,E6
SME-0074,Step1,2024-03-30T01:57:42.826651799+00:00,E7
SME-0074,Step2,2024-03-30T11:04:14.659696920+00:00,E2
SME-0074,Step3,2024-03-30T21:51:52.997996947+00:00,E5
SME-0074,Step4,2024-03-31T04:28:32.522693341+00:00,E11
SME-0075,Step0,2024-02-26T00:00:00+00:00,E4
SME-0075,Step1,2024-02-26T08:09:07.817785876+00:00,E6
SME-0075,Step2,2024-02-26T12:10:06.413281227+00:00,E11
SME-0075,Step3,2024-02-26T17:57:29.844223923+00:00,E4
SME-0075,Step4,2024-02-27T05:46:07.296453611+00:00,E10
SME-0076,Step0,2024-06-05T00:00:00+00:00,E2
SME-0076,Step1,2024-06-05T05:22:59.746334282+00:00,E11
SME-0076,Step2,2024-06-05T11:52:20.514930679+00:00,E9
SME-0077,Step0,2024-03-13T00:00:00+00:00,E4
SME-0077,Step1,2024-03-13T07:34:14.886693641+00:00,E11
SME-0077,Step2,2024-03-13T18:00:49.246414701+00:00,E7
SME-0078,Step0,2024-06-19T00:00:00+00:00,E11
SME-0078,Step1,2024-06-19T08:52:57.670215797+00:00,E4
SME-0078,Step2,2024-06-19T19:54:57.038550764+00:00,E12
SME-0078,Step3,2024-06-20T05:44:25.986340959+00:00,E4
SME-0078,Step4,2024-06-20T08:05:11.741186141+00:00,E12
SME-0079,Step0,2024-02-15T00:00:00+00:00,E12
SME-0079,Step1,2024-02-15T02:54:43.595794295+00:00,E7
SME-0079,Step2,2024-02-15T12:17:45.593651486+00:00,E5
SME-0079,Step3,2024-02-15T14:45:24.656883231+00:00,E8
SME-0080,Step0,2024-11-01T00:00:00+00:00,E5
SME-0080,Step1,2024-11-01T06:06:53.695086948+00:00,E10
SME-0080,Step2,2024-11-01T13:20:31.408599492+00:00,E9
SME-0081,Step0,2024-07-07T00:00:00+00:00,E6
SME-0081,Step1,2024-07-07T05:34:11.367898408+00:00,E12
SME-0081,Step2,2024-07-07T15:10:21.777891729+00:00,E9
SME-0081,Step3,2024-07-07T19:09:41.850384914+00:00,E3
SME-0081,Step4,2024-07-08T03:16:04.047548610+00:00,E6
SME-0082,Step0,2024-06-28T00:00:00+00:00,E1
SME-0082,Step1,2024-06-28T09:59:28.649665885+00:00,E12
SME-0082,Step2,2024-06-28T20:19:08.239098762+00:00,E5
SME-0082,Step3,2024-06-29T00:09:30.195088125+00:00,E2
SME-0082,Step4,2024-06-29T09:39:25.802563298+00:00,E10
SME-0082,Step5,2024-06-29T18:59:17.338252640+00:00,E3
